5,1,2002,10,20,30,31,
5,4,2002,4,8,14,27,
5,8,2002,6,10,17,31,
5,11,2002,5,7,21,27,
5,15,2002,6,12,15,23,
5,18,2002,16,24,32,34,
5,22,2002,9,12,13,14,
5,25,2002,1,5,10,16,
5,29,2002,5,14,23,25,
6,1,2002,4,44,46,49,
6,5,2002,12,15,31,40,
6,8,2002,6,26,35,39,
6,12,2002,14,20,21,47,
6,15,2002,7,16,30,40,
6,19,2002,3,14,22,45,
6,22,2002,1,7,11,22,
6,26,2002,6,10,13,27,
6,29,2002,2,15,20,24,
7,3,2002,7,11,21,42,
7,6,2002,4,20,26,30,
7,10,2002,27,36,37,51,
7,13,2002,5,7,15,23,
7,17,2002,18,22,30,51,
7,20,2002,3,10,24,29,
7,24,2002,18,19,25,42,
7,27,2002,7,28,37,45,
7,31,2002,5,13,21,23,
8,3,2002,4,10,28,35,
8,7,2002,2,15,23,39,
8,10,2002,5,13,23,33,
8,14,2002,6,9,29,33,
8,17,2002,4,6,19,24,
8,21,2002,4,6,7,20,
8,24,2002,13,15,19,32,
8,28,2002,9,35,41,45,
8,31,2002,7,17,36,38,
9,4,2002,9,12,18,33,
9,7,2002,3,23,29,38,
9,11,2002,3,7,11,15,
9,14,2002,11,18,35,51,
9,18,2002,4,10,23,47,
9,21,2002,14,35,36,44,
9,25,2002,3,11,16,17,
9,28,2002,8,39,42,44,
10,2,2002,11,20,23,28,
10,5,2002,2,9,10,16,
10,9,2002,5,24,29,31,
10,12,2002,1,2,18,42,
10,16,2002,5,6,23,35,
10,19,2002,1,20,25,40,
10,23,2002,3,11,29,37,
10,26,2002,13,22,27,46,
10,30,2002,9,20,21,28,
11,2,2002,2,5,11,24,
11,6,2002,24,27,37,50,
11,9,2002,8,26,34,35,
11,13,2002,16,19,28,32,
11,16,2002,19,30,36,39,
11,20,2002,4,9,17,21,
11,23,2002,4,12,13,17,
11,27,2002,4,17,35,39,
11,30,2002,1,14,32,35,
12,4,2002,6,14,24,29,
12,7,2002,1,9,11,48,
12,11,2002,1,12,14,22,
12,14,2002,6,14,25,44,
12,18,2002,2,24,38,49,
12,21,2002,3,13,30,40,
12,24,2002,10,15,29,34,
12,28,2002,15,30,31,43,
1,1,2003,22,37,40,44,
1,4,2003,4,28,36,37,
1,8,2003,12,15,31,40,
1,11,2003,4,12,14,27,
1,15,2003,17,19,20,22,
1,18,2003,2,10,33,39,
1,22,2003,20,24,31,38,
1,25,2003,10,12,34,45,
1,29,2003,3,4,30,37,
2,1,2003,21,29,38,39,
2,5,2003,5,6,16,20,
2,8,2003,7,12,26,33,
2,12,2003,3,5,29,39,
2,15,2003,19,23,28,41,
2,19,2003,1,24,27,36,
2,22,2003,7,8,30,39,
2,26,2003,11,27,31,41,
3,1,2003,8,20,30,32,
3,5,2003,12,13,14,31,
3,8,2003,10,12,16,20,
3,12,2003,4,31,35,42,
3,15,2003,5,16,25,28,
3,19,2003,2,7,31,33,
3,22,2003,6,14,27,38,
3,26,2003,21,32,38,47,
3,29,2003,7,8,17,21,
4,2,2003,10,14,24,43,
4,5,2003,10,22,25,33,
4,9,2003,4,19,22,25,
4,12,2003,15,17,19,27,
4,16,2003,2,9,13,19,
4,19,2003,3,10,14,22,
4,23,2003,2,10,18,25,
4,26,2003,14,16,25,26,
4,30,2003,2,5,30,32,
5,3,2003,4,18,40,45,
5,7,2003,8,43,46,48,
5,10,2003,12,24,32,49,
5,14,2003,6,9,11,17,
5,17,2003,6,7,32,45,
5,21,2003,4,17,25,31,
5,24,2003,8,20,33,36,
5,28,2003,13,14,15,37,
5,31,2003,12,16,33,42,
6,4,2003,13,29,37,43,
6,7,2003,4,10,22,34,
6,11,2003,2,13,22,30,
6,14,2003,11,15,16,29,
6,18,2003,1,3,7,24,
6,21,2003,5,20,28,50,
6,25,2003,4,14,21,29,
6,28,2003,9,16,22,28,
7,2,2003,8,13,29,30,
7,5,2003,17,28,31,32,
7,9,2003,6,9,10,12,
7,12,2003,10,25,32,44,
7,16,2003,5,8,15,40,
7,19,2003,16,31,32,37,
7,23,2003,6,10,17,21,
7,26,2003,7,14,16,29,
7,30,2003,29,32,34,37,
8,2,2003,5,15,26,51,
8,6,2003,7,12,32,37,
8,9,2003,6,10,13,31,
8,13,2003,3,28,30,37,
8,16,2003,13,24,35,50,
8,20,2003,10,14,18,22,
8,23,2003,7,11,32,37,
8,27,2003,8,12,22,30,
8,30,2003,11,15,16,25,
9,3,2003,20,30,33,36,
9,6,2003,27,29,31,38,
9,10,2003,4,22,25,53,
9,13,2003,7,11,14,21,
9,17,2003,6,10,20,30,
9,20,2003,8,16,17,25,
9,24,2003,10,14,18,30,
9,27,2003,3,10,12,38,
10,1,2003,23,25,31,38,
10,4,2003,7,9,26,29,
10,8,2003,7,11,13,26,
10,11,2003,15,24,29,34,
10,15,2003,24,29,42,43,
10,18,2003,18,33,35,46,
10,22,2003,1,6,19,26,
10,25,2003,16,19,20,40,
10,29,2003,6,7,15,31,
11,1,2003,6,7,19,22,
11,5,2003,5,16,35,47,
11,8,2003,10,11,32,34,
11,12,2003,2,26,32,35,
11,15,2003,22,25,35,37,
11,19,2003,17,26,31,39,
11,22,2003,21,24,31,35,
11,26,2003,8,12,21,51,
11,29,2003,4,15,28,29,
12,3,2003,1,2,25,38,
12,6,2003,7,10,14,15,
12,10,2003,1,2,26,33,
12,13,2003,3,19,27,43,
12,17,2003,6,18,30,34,
12,20,2003,11,27,29,40,
12,24,2003,5,8,11,33,
12,27,2003,1,12,30,37,
12,31,2003,1,22,28,30,
1,3,2004,3,13,19,31,
1,7,2004,13,22,24,26,
1,10,2004,15,18,39,45,
1,14,2004,1,4,6,13,
1,17,2004,15,28,31,49,
1,21,2004,6,10,12,27,
1,24,2004,2,5,13,18,
1,28,2004,7,8,12,21,
1,31,2004,2,5,11,33,
2,4,2004,23,30,46,49,
2,7,2004,12,16,23,38,
2,11,2004,15,17,19,27,
2,14,2004,5,26,27,43,
2,18,2004,17,19,29,37,
2,21,2004,4,14,21,23,
2,25,2004,14,16,27,39,
2,28,2004,1,4,6,25,
3,3,2004,6,18,31,43,
3,6,2004,6,17,24,30,
3,10,2004,2,11,14,17,
3,13,2004,16,21,25,36,
3,17,2004,13,17,20,31,
3,20,2004,25,45,46,49,
3,24,2004,13,26,37,41,
3,27,2004,11,18,38,41,
3,31,2004,1,6,11,24,
4,3,2004,9,38,40,41,
4,7,2004,5,8,16,25,
4,10,2004,4,7,23,39,
4,14,2004,18,39,43,47,
4,17,2004,38,45,47,49,
4,21,2004,19,26,28,29,
4,24,2004,12,16,22,34,
4,28,2004,2,3,6,15,
5,1,2004,5,17,23,29,
5,5,2004,5,8,31,35,
5,8,2004,20,21,30,36,
5,12,2004,5,7,11,20,
5,15,2004,7,15,28,32,
5,19,2004,3,4,29,34,
5,22,2004,7,17,37,47,
5,26,2004,8,20,30,49,
5,29,2004,3,29,32,45,
6,2,2004,12,19,23,33,
6,5,2004,17,20,23,36,
6,9,2004,11,14,23,28,
6,12,2004,4,29,31,32,
6,16,2004,4,19,27,29,
6,19,2004,14,21,40,49,
6,23,2004,15,32,36,42,
6,26,2004,5,32,41,54,
6,30,2004,20,26,31,39,
7,3,2004,8,15,19,27,
7,7,2004,22,26,32,44,
7,10,2004,10,22,25,31,
7,14,2004,1,4,7,18,
7,17,2004,2,5,25,46,
7,21,2004,8,22,25,28,
7,24,2004,6,9,11,12,
7,28,2004,3,9,28,42,
7,31,2004,2,21,22,34,
8,4,2004,18,23,25,27,
8,7,2004,7,15,17,20,
8,11,2004,2,37,41,46,
8,14,2004,3,19,36,44,
8,18,2004,4,19,24,29,
8,21,2004,30,32,47,54,
8,25,2004,23,31,34,35,
8,28,2004,6,9,34,44,
9,1,2004,25,29,33,37,
9,4,2004,8,17,22,39,
9,8,2004,11,21,24,40,
9,11,2004,8,13,15,18,
9,15,2004,4,8,26,28,
9,18,2004,9,10,13,22,
9,22,2004,24,27,35,36,
9,25,2004,3,15,24,43,
9,29,2004,1,4,11,46,
10,2,2004,2,40,42,52,
10,6,2004,5,17,42,44,
10,9,2004,3,10,38,44,
10,13,2004,9,18,27,47,
10,16,2004,4,12,13,15,
10,20,2004,3,17,33,35,
10,23,2004,8,28,31,32,
10,27,2004,15,17,28,38,
10,30,2004,6,7,14,32,
11,3,2004,6,25,31,34,
11,6,2004,3,5,10,41,
11,10,2004,1,22,29,40,
11,13,2004,2,4,9,23,
11,17,2004,2,10,17,26,
11,20,2004,1,20,35,36,
11,24,2004,24,27,36,42,
11,27,2004,2,4,19,23,
12,1,2004,17,42,45,50,
12,4,2004,2,11,12,20,
12,8,2004,3,4,31,37,
12,11,2004,14,15,23,32,
12,15,2004,6,12,16,20,
12,18,2004,3,20,24,25,
12,22,2004,31,33,41,50,
12,24,2004,3,16,19,24,
12,29,2004,19,20,41,42,
1,1,2005,8,18,37,46,
1,5,2005,21,27,28,52,
1,8,2005,10,37,38,43,
1,12,2005,7,17,28,34,
1,15,2005,22,28,31,45,
1,19,2005,1,3,15,30,
1,22,2005,20,28,38,40,
1,26,2005,3,26,34,36,
1,29,2005,20,30,39,46,
2,2,2005,13,19,24,34,
2,5,2005,3,10,11,26,
2,9,2005,11,18,23,25,
2,12,2005,5,17,22,26,
2,16,2005,14,19,32,46,
2,19,2005,5,31,38,40,
2,23,2005,8,27,32,35,
2,26,2005,9,23,26,38,
3,2,2005,14,34,47,50,
3,5,2005,8,36,40,41,
3,9,2005,1,11,21,45,
3,12,2005,18,27,35,40,
3,16,2005,6,19,23,28,
3,19,2005,6,20,30,32,
3,23,2005,2,3,11,24,
3,26,2005,3,9,31,44,
3,30,2005,1,16,17,20,
4,2,2005,4,36,39,52,
4,6,2005,22,26,29,31,
4,9,2005,7,14,22,42,
4,13,2005,9,13,16,27,
4,16,2005,2,7,30,52,
4,20,2005,3,30,34,44,
4,23,2005,11,19,26,29,
4,27,2005,7,10,13,25,
4,30,2005,5,8,16,23,
5,4,2005,8,12,20,53,
5,7,2005,21,30,32,38,
5,11,2005,6,16,26,36,
5,14,2005,8,16,23,34,
5,18,2005,20,34,41,47,
5,21,2005,2,19,31,39,
5,25,2005,5,13,15,38,
5,28,2005,1,6,8,12,
6,1,2005,6,11,36,41,
6,4,2005,23,29,46,48,
6,8,2005,18,23,27,37,
6,11,2005,13,23,29,30,
6,15,2005,3,18,23,37,
6,18,2005,12,25,31,40,
6,22,2005,1,33,38,54,
6,25,2005,4,8,25,29,
6,29,2005,4,22,40,41,
7,2,2005,3,12,16,20,
7,6,2005,12,13,16,24,
7,9,2005,11,13,35,41,
7,13,2005,8,9,11,13,
7,16,2005,7,11,15,26,
7,20,2005,8,30,51,54,
7,23,2005,7,17,22,51,
7,27,2005,14,19,29,34,
7,30,2005,1,2,11,30,
8,3,2005,2,16,17,18,
8,6,2005,4,26,28,30,
8,10,2005,10,12,15,30,
8,13,2005,13,17,27,38,
8,17,2005,7,16,24,26,
8,20,2005,31,32,34,48,
8,24,2005,2,8,24,42,
8,27,2005,1,3,39,46,
8,31,2005,10,37,38,40,
9,3,2005,15,19,33,46,
9,7,2005,13,14,21,43,
9,10,2005,15,31,41,44,
9,14,2005,3,19,22,41,
9,17,2005,3,38,39,40,
9,21,2005,14,17,21,22,
9,24,2005,19,27,36,45,
9,28,2005,4,6,10,12,
10,1,2005,4,9,14,16,
10,5,2005,7,14,22,32,
10,8,2005,7,13,23,24,
10,12,2005,8,13,15,40,
10,15,2005,10,17,20,21,
10,19,2005,8,20,50,52,
10,22,2005,6,14,20,31,
10,26,2005,2,21,38,50,
10,29,2005,4,25,26,35,
11,2,2005,4,17,36,43,
11,5,2005,7,26,36,37,
11,9,2005,11,25,29,36,
11,12,2005,10,22,23,25,
11,16,2005,12,23,27,31,
11,19,2005,11,18,21,32,
11,23,2005,3,6,27,38,
11,26,2005,9,15,17,24,
11,30,2005,25,30,35,40,
12,3,2005,8,19,27,43,
12,7,2005,9,16,38,44,
12,10,2005,3,11,16,22,
12,14,2005,10,16,20,25,
12,17,2005,17,28,29,37,
12,21,2005,3,4,11,42,
12,24,2005,5,12,22,34,
12,28,2005,2,4,9,17,
12,31,2005,6,9,28,41,
1,4,2006,10,15,20,25,
1,7,2006,3,37,40,46,
1,11,2006,1,2,4,15,
1,14,2006,12,15,29,47,
1,18,2006,22,37,38,44,
1,21,2006,6,24,38,49,
1,25,2006,8,25,27,40,
1,28,2006,20,34,36,47,
2,1,2006,17,32,41,43,
2,4,2006,10,15,19,38,
2,8,2006,19,26,41,52,
2,11,2006,1,4,9,25,
2,15,2006,8,25,35,40,
2,18,2006,31,41,45,46,
2,22,2006,12,15,16,23,
2,25,2006,20,28,37,40,
3,1,2006,14,22,37,42,
3,4,2006,2,6,8,11,
3,8,2006,17,20,21,30,
3,11,2006,3,10,18,24,
3,15,2006,1,13,32,34,
3,18,2006,21,27,29,33,
3,22,2006,3,26,30,43,
3,25,2006,16,21,22,43,
3,29,2006,12,17,25,32,
4,1,2006,5,23,33,35,
4,5,2006,18,27,30,34,
4,8,2006,4,41,42,48,
4,12,2006,10,18,21,38,
4,15,2006,11,21,23,34,
4,19,2006,2,11,12,47,
4,22,2006,24,25,27,42,
4,26,2006,21,27,49,55,
4,29,2006,3,6,18,36,
5,3,2006,4,8,10,13,
5,6,2006,8,11,12,20,
5,10,2006,1,11,12,13,
5,13,2006,18,20,23,40,
5,17,2006,2,4,16,18,
5,20,2006,21,23,31,40,
5,24,2006,1,10,11,15,
5,27,2006,13,33,35,41,
5,31,2006,9,10,21,26,
6,3,2006,4,7,25,31,
6,7,2006,2,3,6,31,
6,10,2006,2,12,15,53,
6,14,2006,9,25,35,42,
6,17,2006,4,11,21,34,
6,21,2006,6,33,34,37,
6,24,2006,16,20,30,31,
6,28,2006,20,27,29,50,
7,1,2006,1,13,22,31,
7,5,2006,2,3,15,26,
7,8,2006,8,11,20,34,
7,12,2006,9,16,32,42,
7,15,2006,5,14,33,36,
7,19,2006,5,14,16,38,
7,22,2006,27,31,32,33,
7,26,2006,19,32,34,37,
7,29,2006,5,10,15,25,
8,2,2006,2,3,16,26,
8,5,2006,7,16,26,39,
8,9,2006,6,32,34,42,
8,12,2006,3,11,18,40,
8,16,2006,3,7,28,36,
8,19,2006,9,10,22,24,
8,23,2006,5,36,39,54,
8,26,2006,9,22,28,35,
8,30,2006,1,8,9,32,
9,2,2006,9,13,30,34,
9,6,2006,2,13,24,45,
9,9,2006,3,9,40,45,
9,13,2006,6,30,40,47,
9,16,2006,7,13,32,34,
9,20,2006,6,7,22,30,
9,23,2006,1,39,40,46,
9,27,2006,9,19,21,51,
9,30,2006,1,11,40,45,
10,4,2006,7,9,16,36,
10,7,2006,6,28,33,46,
10,11,2006,3,21,27,37,
10,14,2006,10,15,25,36,
10,18,2006,20,24,34,36,
10,21,2006,11,18,21,23,
10,25,2006,1,8,19,20,
10,28,2006,8,10,24,29,
11,1,2006,15,23,29,37,
11,4,2006,4,8,12,23,
11,8,2006,10,13,22,25,
11,11,2006,1,2,3,13,
11,15,2006,16,26,31,32,
11,18,2006,5,17,30,40,
11,22,2006,13,32,34,36,
11,25,2006,24,25,38,41,
11,29,2006,13,29,31,33,
12,2,2006,13,23,25,30,
12,6,2006,3,9,38,44,
12,9,2006,8,18,25,38,
12,13,2006,7,33,40,43,
12,16,2006,7,8,9,11,
12,20,2006,4,19,20,21,
12,23,2006,4,7,18,28,
12,27,2006,12,18,36,41,
12,30,2006,1,2,25,27,
1,3,2007,3,9,14,24,
1,6,2007,7,10,27,34,
1,10,2007,1,6,36,41,
1,13,2007,28,31,40,43,
1,17,2007,13,25,28,30,
1,20,2007,7,9,11,12,
1,24,2007,11,13,20,41,
1,27,2007,8,24,36,52,
1,31,2007,3,6,20,22,
2,3,2007,25,36,38,44,
2,7,2007,4,20,29,32,
2,10,2007,14,27,35,37,
2,14,2007,7,19,20,26,
2,17,2007,6,8,12,13,
2,21,2007,15,19,21,22,
2,24,2007,6,12,15,17,
2,28,2007,2,11,14,16,
3,3,2007,14,19,20,31,46
3,7,2007,1,16,26,28,58
3,10,2007,4,19,22,30,58
3,14,2007,8,14,25,27,56
3,17,2007,1,36,39,50,5
3,21,2007,7,14,20,23,44
3,24,2007,2,4,5,22,49
3,28,2007,7,26,41,42,37
3,31,2007,5,16,43,48,34
4,4,2007,8,9,40,44,14
4,7,2007,29,30,43,49,46
4,11,2007,3,6,26,31,58
4,14,2007,4,5,10,14,3
4,18,2007,11,12,21,36,38
4,21,2007,5,27,37,43,58
4,25,2007,16,24,41,47,55
4,28,2007,17,20,22,31,48
5,2,2007,2,3,19,44,31
5,5,2007,3,18,19,25,52
5,9,2007,2,13,24,32,21
5,12,2007,5,18,22,49,14
5,16,2007,3,10,14,22,47
5,19,2007,2,10,42,45,18
5,23,2007,4,12,13,22,44
5,26,2007,19,21,29,35,3
5,30,2007,14,23,36,38,16
6,2,2007,5,15,19,51,4
6,6,2007,1,5,7,19,12
6,9,2007,6,12,14,41,35
6,13,2007,23,24,29,35,38
6,16,2007,18,25,31,36,5
6,20,2007,12,16,27,28,22
6,23,2007,24,31,39,42,26
6,27,2007,2,5,27,30,32
6,30,2007,12,17,18,38,20
7,4,2007,6,29,35,39,52
7,7,2007,8,36,38,49,29
7,11,2007,15,16,33,34,38
7,14,2007,9,14,18,21,29
7,18,2007,14,22,28,30,46
7,21,2007,6,19,20,21,36
7,25,2007,2,17,19,42,43
7,28,2007,4,25,38,40,50
8,1,2007,16,27,32,34,9
8,4,2007,23,27,35,36,31
8,8,2007,15,37,43,55,34
8,11,2007,7,10,20,30,55
8,15,2007,11,14,28,31,58
8,18,2007,4,9,22,26,53
8,22,2007,9,16,41,45,23
8,25,2007,2,4,24,31,19
8,29,2007,2,8,23,35,45
9,1,2007,12,16,21,39,11
9,5,2007,3,19,32,37,44
9,8,2007,6,33,39,40,52
9,12,2007,6,7,13,35,59
9,15,2007,8,16,17,30,54
9,19,2007,3,8,23,35,32
9,22,2007,2,5,15,34,25
9,26,2007,4,5,17,32,6
9,29,2007,5,9,18,26,32
10,3,2007,21,26,36,39,56
10,6,2007,11,21,26,28,57
10,10,2007,20,23,26,29,40
10,13,2007,1,4,29,30,5
10,17,2007,17,28,31,39,59
10,20,2007,8,9,21,39,49
10,24,2007,15,20,33,45,42
10,27,2007,10,15,39,45,42
10,31,2007,11,13,19,31,42
11,3,2007,5,12,22,23,29
11,7,2007,2,13,19,20,49
11,10,2007,6,15,34,35,54
11,14,2007,21,23,28,38,29
11,17,2007,5,6,17,33,48
11,21,2007,22,31,34,40,1
11,24,2007,1,6,20,48,22
11,28,2007,7,13,15,26,18
12,1,2007,19,33,45,49,53
12,5,2007,6,29,33,44,8
12,8,2007,1,23,31,33,29
12,12,2007,1,6,21,28,57
12,15,2007,8,9,13,21,22
12,19,2007,20,22,31,32,9
12,22,2007,17,33,41,50,30
12,26,2007,7,12,41,51,10
12,29,2007,8,9,24,39,53
1,2,2008,7,20,25,28,52
1,5,2008,12,18,28,40,1
1,9,2008,18,32,50,51,47
1,12,2008,25,27,34,48,45
1,16,2008,28,37,38,40,16
1,19,2008,2,4,6,31,24
1,23,2008,6,11,26,34,16
1,26,2008,5,13,24,30,6
1,30,2008,3,7,13,24,56
2,2,2008,2,9,16,18,30
2,6,2008,1,2,14,25,54
2,9,2008,14,33,41,43,26
2,13,2008,1,18,29,30,19
2,16,2008,1,7,16,25,36
2,20,2008,8,9,17,48,51
2,23,2008,3,9,10,16,21
2,27,2008,11,12,15,27,14
3,1,2008,9,13,27,28,47
3,5,2008,12,14,40,41,29
3,8,2008,4,21,32,39,17
3,12,2008,15,21,29,37,11
3,15,2008,1,17,19,22,43
3,19,2008,3,8,39,46,20
3,22,2008,25,30,33,41,35
3,26,2008,7,8,10,12,46
3,29,2008,10,16,41,50,42
4,2,2008,1,8,10,31,5
4,5,2008,4,11,26,31,24
4,9,2008,25,26,33,45,46
4,12,2008,2,11,12,16,19
4,16,2008,3,20,26,44,7
4,19,2008,2,6,16,17,14
4,23,2008,17,24,25,26,4
4,26,2008,10,15,17,37,9
4,30,2008,3,14,16,45,31
5,3,2008,19,28,30,34,31
5,7,2008,16,25,32,45,14
5,10,2008,1,3,34,44,27
5,14,2008,1,9,21,37,43
5,17,2008,4,9,25,40,34
5,21,2008,1,7,13,30,2
5,24,2008,8,24,33,35,54
5,28,2008,17,25,32,35,34
5,31,2008,6,24,30,50,38
6,4,2008,1,4,11,24,14
6,7,2008,5,11,17,24,21
6,11,2008,5,8,15,18,1
6,14,2008,9,14,26,27,41
6,18,2008,7,11,23,24,4
6,21,2008,7,24,36,52,2
6,25,2008,8,22,32,41,16
6,28,2008,3,8,21,23,46
7,2,2008,3,18,23,33,13
7,5,2008,3,12,22,38,14
7,9,2008,4,8,19,34,37
7,12,2008,16,17,21,30,28
7,16,2008,10,19,24,38,4
7,19,2008,2,25,32,53,33
7,23,2008,1,14,25,32,29
7,26,2008,7,11,20,21,48
7,30,2008,5,14,26,27,29
8,2,2008,22,26,31,36,19
8,6,2008,11,16,35,36,49
8,9,2008,2,8,17,18,7
8,13,2008,8,13,34,44,36
8,16,2008,15,20,24,25,35
8,20,2008,14,20,30,38,24
8,23,2008,9,27,30,34,18
8,27,2008,8,21,32,34,12
8,30,2008,18,20,22,28,33
9,3,2008,14,32,40,41,35
9,6,2008,3,24,35,42,43
9,10,2008,7,13,16,40,20
9,13,2008,7,14,26,27,21
9,17,2008,14,15,23,37,39
9,20,2008,12,13,17,26,31
9,24,2008,1,19,21,49,52
9,27,2008,2,8,13,43,28
10,1,2008,17,31,45,48,16
10,4,2008,15,23,32,41,14
10,8,2008,18,30,31,34,47
10,11,2008,8,10,16,19,59
10,15,2008,10,11,25,43,38
10,18,2008,5,22,27,41,59
10,22,2008,3,14,28,32,33
10,25,2008,13,15,16,20,56
10,29,2008,1,13,14,27,41
11,1,2008,12,24,26,44,29
11,5,2008,15,33,47,53,30
11,8,2008,15,28,31,33,23
11,12,2008,1,13,14,29,52
11,15,2008,1,8,27,42,18
11,19,2008,6,7,32,41,55
11,22,2008,7,9,12,42,21
11,26,2008,7,11,19,21,52
11,29,2008,16,19,22,47,8
12,3,2008,31,36,38,41,43
12,6,2008,25,28,29,35,43
12,10,2008,16,20,25,36,33
12,13,2008,8,16,27,35,12
12,17,2008,11,12,19,32,37
12,20,2008,7,9,11,24,2
12,24,2008,8,15,28,37,54
12,27,2008,11,26,31,36,42
12,31,2008,2,7,13,26,39
1,3,2009,28,35,39,46,6
1,7,2009,12,17,38,48,21
1,10,2009,16,17,43,47,32
1,14,2009,10,13,16,19,40
1,17,2009,5,12,16,45,49
1,21,2009,17,22,23,28,52
1,24,2009,12,20,26,31,22
1,28,2009,1,10,18,31,53
1,31,2009,23,26,29,31,51
2,4,2009,12,16,24,40,53
2,7,2009,1,23,31,35,8
2,11,2009,10,11,16,24,37
2,14,2009,3,34,37,38,16
2,18,2009,4,38,39,45,27
2,21,2009,4,11,35,52,43
2,25,2009,1,2,22,23,5
2,28,2009,1,29,36,42,30
3,4,2009,3,18,25,33,2
3,7,2009,14,25,28,36,20
3,11,2009,2,8,12,27,49
3,14,2009,4,18,36,42,15
3,18,2009,9,19,21,22,48
3,21,2009,2,5,8,29,52
3,25,2009,9,12,35,36,34
3,28,2009,11,47,52,56,41
4,1,2009,5,7,12,20,18
4,4,2009,10,14,20,33,22
4,8,2009,5,6,21,35,30
4,11,2009,8,14,15,31,44
4,15,2009,12,25,29,30,42
4,18,2009,1,18,34,44,9
4,22,2009,9,11,20,23,52
4,25,2009,2,7,18,29,54
4,29,2009,1,2,10,28,34
5,2,2009,1,8,19,28,2
5,6,2009,3,29,32,45,27
5,9,2009,2,6,35,39,33
5,13,2009,4,24,38,40,18
5,16,2009,11,19,30,45,7
5,20,2009,7,9,19,25,58
5,23,2009,18,23,29,35,27
5,27,2009,16,29,30,43,8
5,30,2009,6,11,13,15,58
6,3,2009,8,14,15,40,19
6,6,2009,7,18,27,31,29
6,10,2009,11,26,36,42,27
6,13,2009,33,35,37,47,40
6,17,2009,22,40,42,43,1
6,20,2009,12,21,28,37,16
6,24,2009,19,29,35,42,9
6,27,2009,19,36,38,42,29
7,1,2009,2,35,40,55,12
7,4,2009,1,19,33,42,14
7,8,2009,3,5,7,9,15
7,11,2009,8,12,25,32,47
7,15,2009,7,19,26,28,24
7,18,2009,5,12,16,18,46
7,22,2009,7,18,29,35,9
7,25,2009,2,8,21,34,53
7,29,2009,14,25,45,48,13
8,1,2009,5,13,19,25,36
8,5,2009,9,30,39,44,15
8,8,2009,10,21,28,32,38
8,12,2009,5,12,20,27,54
8,15,2009,1,8,35,39,53
8,19,2009,3,7,14,38,28
8,22,2009,22,32,34,43,18
8,26,2009,3,5,9,14,50
8,29,2009,7,29,34,49,10
9,2,2009,23,24,30,35,43
9,5,2009,7,26,29,31,33
9,9,2009,22,27,36,43,55
9,12,2009,19,22,27,45,8
9,16,2009,17,29,30,43,5
9,19,2009,9,22,43,47,41
9,23,2009,9,15,22,33,52
9,26,2009,17,22,25,42,55
9,30,2009,8,14,17,26,20
10,3,2009,26,28,37,38,4
10,7,2009,3,5,20,31,11
10,10,2009,19,23,36,37,56
10,14,2009,10,14,25,34,15
10,17,2009,3,16,17,36,42
10,21,2009,26,29,43,51,12
10,24,2009,4,5,10,16,51
10,28,2009,8,12,22,32,31
10,31,2009,2,15,17,21,28
11,4,2009,10,17,26,28,21
11,7,2009,16,20,47,53,27
11,11,2009,16,17,28,31,51
11,14,2009,4,11,28,34,57
11,18,2009,6,8,27,39,31
11,21,2009,16,23,26,30,52
11,25,2009,7,29,33,35,48
